recall,precision,precision_ci_low,precision_ci_high
0.6482412060301508,0.8240453266860476,0.7947795419229062,0.8607098947435732
0.6532663316582915,0.8197968212762702,0.7896496980142673,0.8589102155957202
0.6582914572864321,0.8191481489711072,0.78747114623164,0.8552447860063944
0.6633165829145728,0.8144651321282208,0.7822415643276494,0.8524278383605979
0.6683417085427136,0.8106831239225797,0.7771050172984559,0.8455424491911068
0.6733668341708543,0.8092467088860821,0.7724956557419004,0.8435676396166306
0.678391959798995,0.8060555763699739,0.7673751786856571,0.8379611560957356
0.6834170854271356,0.8020407970074168,0.7646256355778225,0.8368524903637212
0.6884422110552764,0.7969300206529708,0.7581881924980737,0.8326168782102632
0.6934673366834171,0.7917848747938289,0.7534582059092,0.8302453761139373
0.6984924623115578,0.7874844010738354,0.7492664724764521,0.8244023964628958
0.7035175879396985,0.7823269021122259,0.7410160463662628,0.8191245665075303
0.7085427135678392,0.7782681609202574,0.7322021199775857,0.8161011391023014
0.7135678391959799,0.7724413908139783,0.721058339833044,0.8138475374517534
0.7185929648241206,0.7664534570491209,0.7107571574047435,0.8089290448194717
0.7236180904522613,0.7544301128814412,0.706047694223457,0.802632709804352
0.7286432160804021,0.7497573639358242,0.7003821319468955,0.7994472382184682
0.7336683417085427,0.7333658541189758,0.6947724004780726,0.7985838746304088
0.7386934673366834,0.7274403212248994,0.6821294475883944,0.7924555230726241
0.7437185929648241,0.7203827409055894,0.6724172708846042,0.7834964690231049
0.7487437185929648,0.717535107539971,0.6677904272104506,0.7732116736023497
0.7537688442211056,0.7053665229396038,0.6579484558737381,0.763044980200378
0.7587939698492463,0.6976565371177669,0.6515164941478294,0.756051354810916
0.7638190954773869,0.6936821776644736,0.6430828024845235,0.7482570615053331
0.7688442211055276,0.6813808707488012,0.6300356247516453,0.7428694462353495
0.7738693467336684,0.6719157933040105,0.624723754545714,0.7362979107992974
0.7788944723618091,0.6619932555794634,0.6135655498454833,0.7299799703105166
0.7839195979899498,0.6610025168722254,0.6060102527966083,0.719930492537177
0.7889447236180904,0.6508726829136215,0.5936114586869993,0.7121396274563435
0.7939698492462312,0.6381197437352089,0.5832981934187901,0.7043232279271411
0.7989949748743719,0.6288834839735821,0.5716371577503486,0.6862167447244897
0.8040201005025126,0.6210322520229323,0.5594386507034645,0.6807425259524623
0.8090452261306533,0.6109602099577333,0.5525791332675279,0.6751528115772795
0.8140703517587939,0.594132030745243,0.5453811633432118,0.6596280522882866
0.8190954773869347,0.5887418178046142,0.5342822020137246,0.6502838972324816
0.8241206030150754,0.5717757977655721,0.5187686113783279,0.6447929501050976
0.8291457286432161,0.5590528872196608,0.5114407233496974,0.6353288315366362
0.8341708542713568,0.552201176542266,0.4985901732464,0.6199678752159115
0.8391959798994975,0.542716667430401,0.48126480311769293,0.6083531031315438
0.8442211055276382,0.5275117482255184,0.47210162755521695,0.5963884442617712
0.8492462311557789,0.5155791802417795,0.45835370362956135,0.582746004381043
0.8542713567839196,0.5089539196943681,0.44413613536865104,0.5751444926497343
0.8592964824120604,0.4846665500892267,0.42899596924625844,0.5616770258134335
0.864321608040201,0.47062660618095,0.4136683351139156,0.5444452857146773
0.8693467336683417,0.4514720563424707,0.40425448934685765,0.5367177770056561
0.8743718592964824,0.43815351589474205,0.3937486196964695,0.5287004683738009
0.8793969849246231,0.41914138404782975,0.37516362903027856,0.5089426646642128
0.8844221105527639,0.40995087552312276,0.36143821683867633,0.4905427112784374
0.8894472361809045,0.402243692482875,0.3496951194392095,0.46463938125078796
0.8944723618090452,0.38567004404632055,0.343047937600493,0.45074809768765256
0.8994974874371859,0.363013578151926,0.3345037571665537,0.4305460546215872
0.9045226130653267,0.35297191933975186,0.3268113298722822,0.4212123832428052
0.9095477386934674,0.34627094338811154,0.3170533920146315,0.39903043241027686
0.914572864321608,0.34206784583043476,0.3041228438490892,0.3729346592742204
0.9195979899497487,0.32795389597525,0.29361511887172315,0.3615816129061054
0.9246231155778895,0.3127109614158814,0.28544870988726656,0.3563344910722813
0.9296482412060302,0.3037140642696443,0.27228879184777255,0.3451643692158404
0.9346733668341709,0.29467522468098717,0.2555497187044532,0.3312554063719678
0.9396984924623115,0.2818358072764571,0.24745989864144868,0.3206589132511808
0.9447236180904522,0.2641122913044732,0.2375759722967757,0.30658253081345116
0.949748743718593,0.2546362490351829,0.21999691892316584,0.29509355023714345
0.9547738693467337,0.2405321080457022,0.20612524985708175,0.27570508807906025
0.9597989949748744,0.21552584628814372,0.19912859463023408,0.2591371827882802
0.964824120603015,0.2074307911509856,0.1872779365002716,0.24770777584076073
0.9698492462311558,0.20014266306061998,0.17904893008293488,0.22335349664664977
0.9748743718592965,0.1849581620692931,0.16822719502899128,0.21107916066582202
0.9798994974874372,0.17118578590420078,0.14629943597785292,0.20000249648662546
0.9849246231155779,0.15245446063267667,0.12629308335861808,0.18132066301454894
0.9899497487437187,0.12613858921487583,0.10627775325863927,0.1657604268392936
0.9949748743718593,0.10535953357883172,0.10195677540053026,0.12471803600042163
1.0,0.1,0.1,0.10055113339434633
